iteration_num,conf_num,expe_num,bench_num,current_sample,power_sample,energy_sample,shunt_voltage_sample,bus_voltage_sample,current_timestamp,timing_sample
0,0,0,0,3.11166763305664,16.39700927734375,0.1654296875,0.023336250000000003,5.269726562500001,0.024,
0,0,0,0,3.11166763305664,16.39700927734375,0.5328125,0.023336250000000003,5.269726562500001,0.058,
0,0,0,0,2.005348205566406,10.570446777343749,0.9001953125000001,0.015039375,5.2712890625,0.092,
0,0,0,0,2.008075714111328,10.58468017578125,1.2675781249999998,0.015059687500000002,5.27109375,0.126,
0,0,0,0,2.008075714111328,10.58468017578125,1.6005859375,0.015059687500000002,5.27109375,0.16,
0,0,0,0,2.0109710693359375,10.600122070312501,1.9701171874999999,0.015081562500000001,5.27109375,0.194,
0,0,0,0,2.0150833129882812,10.622009277343748,2.3396484374999997,0.015112500000000001,5.2712890625,0.228,
0,0,0,0,2.0150833129882812,10.622009277343748,2.70703125,0.015112500000000001,5.2712890625,0.263,
0,0,0,0,2.01416015625,10.61610107421875,3.0765625,0.015105625000000001,5.270703125000001,0.297,
0,0,0,0,2.014705657958984,10.619055175781249,3.4117187500000004,0.015109375000000001,5.270703125000001,0.331,
0,0,0,0,2.014705657958984,10.619055175781249,3.7791015624999997,0.015109375000000001,5.270703125000001,0.365,
0,0,0,0,2.015460968017578,10.62362060546875,4.148632812500001,0.015115312500000002,5.27109375,0.399,
0,0,0,0,2.020160675048828,10.64765625,4.5181640624999995,0.0151503125,5.270703125000001,0.433,
0,0,0,0,2.020160675048828,10.64765625,4.8876953125,0.0151503125,5.270703125000001,0.467,
0,0,0,0,2.018230438232422,10.639465332031248,5.2572265625,0.015135937500000002,5.271679687500001,0.501,
0,0,0,0,2.021167755126953,10.65396728515625,5.5923828125,0.015158125000000001,5.2712890625,0.535,
0,0,0,0,2.021167755126953,10.65396728515625,5.961914062499999,0.015158125000000001,5.2705078125,0.57,
0,0,0,0,2.018775939941406,10.640002441406251,6.3335937499999995,0.01514,5.2705078125,0.604,
0,0,0,0,2.021377563476562,10.654370117187499,6.703125,0.015159375000000001,5.2708984375000005,0.638,
0,0,0,0,2.021377563476562,10.654370117187499,7.0726562500000005,0.015159375000000001,5.2708984375000005,0.672,
0,0,0,0,2.020160675048828,10.6479248046875,7.4078124999999995,0.015150625000000001,5.2708984375000005,0.706,
0,0,0,0,2.017768859863281,10.635302734375,7.777343749999999,0.015132500000000002,5.2708984375000005,0.74,
0,0,0,0,2.017768859863281,10.635302734375,8.144726562499999,0.015133750000000001,5.2712890625,0.774,
0,0,0,0,2.0179367065429688,10.63704833984375,8.516406250000001,0.015133750000000001,5.2712890625,0.809,
0,0,0,0,2.0208740234375,10.651416015625,8.885937499999999,0.015155625,5.270703125000001,0.843,
0,0,0,0,2.0208740234375,10.651416015625,9.2533203125,0.015137500000000002,5.27109375,0.877,
0,0,0,0,2.0184402465820312,10.6393310546875,9.590625000000001,0.015137500000000002,5.27109375,0.911,
0,0,0,0,2.021923065185547,10.65799560546875,9.960156249999999,0.015163750000000002,5.2712890625,0.945,
0,0,0,0,2.021923065185547,10.654772949218751,10.3296875,0.015158437500000002,5.271484375,0.979,
0,0,0,0,2.021209716796875,10.654772949218751,10.69921875,0.015158437500000002,5.271484375,1.014,
0,0,0,0,2.0171813964843746,10.632214355468749,11.06875,0.015128125000000001,5.2708984375000005,1.048,
0,0,0,0,2.0189437866210938,10.641210937499999,11.40390625,0.0151415625,5.270703125000001,1.082,
0,0,0,0,2.0189437866210938,10.641210937499999,11.7734375,0.0151415625,5.270703125000001,1.116,
0,0,0,0,2.019573211669922,10.64483642578125,12.14296875,0.015146250000000002,5.2708984375000005,1.15,
0,0,0,0,2.019783020019531,10.6457763671875,12.5125,0.015147500000000001,5.2708984375000005,1.184,
0,0,0,0,2.019783020019531,10.6457763671875,12.88203125,0.015147500000000001,5.2708984375000005,1.218,
0,0,0,0,2.02020263671875,10.64886474609375,13.2193359375,0.015150625000000001,5.2712890625,1.252,
0,0,0,0,2.0220909118652344,10.657727050781249,13.5888671875,0.015165000000000001,5.270703125000001,1.286,
0,0,0,0,2.0220909118652344,10.657727050781249,13.9583984375,0.015165000000000001,5.270703125000001,1.32,
0,0,0,0,2.0199928283691406,10.6473876953125,14.327929687500001,0.015149062500000001,5.27109375,1.354,
0,0,0,0,2.0189437866210938,10.64268798828125,14.663085937499998,0.015141250000000002,5.271484375,1.388,
0,0,0,0,2.0189437866210938,10.64268798828125,15.0326171875,0.015141250000000002,5.271484375,1.422,
0,0,0,0,2.0194053649902344,10.644970703124999,15.402148437500001,0.015145,5.2712890625,1.456,
0,0,0,0,2.019824981689453,10.647119140625,15.771679687499999,0.015148125000000002,5.2712890625,1.49,
0,0,0,0,2.019824981689453,10.647119140625,16.143359375,0.015148125000000002,5.2712890625,1.524,
0,0,0,0,2.022132873535156,10.65853271484375,16.478515625,0.015165312500000002,5.27109375,1.558,
0,0,0,0,2.0243988037109375,10.670349121093748,16.848046875,0.015182500000000002,5.2708984375000005,1.592,
0,0,0,0,2.0243988037109375,10.670349121093748,17.2197265625,0.015182500000000002,5.2708984375000005,1.626,
0,0,0,0,2.021209716796875,10.6538330078125,17.589257812499998,0.015158437500000002,5.27109375,1.66,
0,0,0,0,2.024566650390625,10.67142333984375,17.924414062500002,0.0151834375,5.27109375,1.694,
0,0,0,0,2.024566650390625,10.67142333984375,18.29609375,0.0151834375,5.27109375,1.728,
0,0,0,0,2.024440765380859,10.67021484375,18.6677734375,0.015182500000000002,5.270703125000001,1.762,
0,0,0,0,2.0280075073242188,10.6898193359375,19.0373046875,0.015209375,5.27109375,1.796,
0,0,0,0,2.0280075073242188,10.6898193359375,19.374609375000002,0.015209375,5.27109375,1.83,
0,0,0,0,2.0270004272460938,10.684716796875,19.780664062499998,0.015201562500000002,5.2712890625,1.865,
0,0,0,0,2.028553009033203,10.692639160156249,20.115820312500002,0.015213125000000001,5.27109375,1.899,
0,0,0,0,2.028553009033203,10.692639160156249,20.487499999999997,0.015213125000000001,5.2712890625,1.933,
0,0,0,0,2.0274620056152344,10.687133789062498,20.8591796875,0.015205312500000002,5.2712890625,1.967,
0,0,0,0,2.0271263122558594,10.68538818359375,21.230859375,0.0152025,5.2712890625,2.001,
0,0,0,0,2.0271263122558594,10.68538818359375,21.566015625000002,0.0152025,5.2708984375000005,2.035,
